x_data,y_data,na_ratio,test,mechanism,pvalue,effect_size
0,0,0.0,ttest,MCAR,4.5746528787313824e-98,1.4912736281028507
0,0,0.0,ttest,MAR,4.5746528787313824e-98,1.4912736281028507
0,0,0.0,ttest,MNAR,4.5746528787313824e-98,1.4912736281028507
0,0,0.0,mwu,MCAR,0.0,0.3137184990900739
0,0,0.0,mwu,MAR,0.0,0.3137184990900739
0,0,0.0,mwu,MNAR,0.0,0.3137184990900739
0,0,0.1,ttest,MCAR,7.113053885921783e-83,1.5386711649205143
0,0,0.1,ttest,MAR,1.9655978920619077e-89,1.4865117617793333
0,0,0.1,ttest,MNAR,1.3389858283695435e-73,1.3368643494939538
0,0,0.1,mwu,MCAR,0.0,0.3189542146343598
0,0,0.1,mwu,MAR,0.0,0.31334762124890764
0,0,0.1,mwu,MNAR,3.9968028886505635e-15,0.2618447562801594
0,0,0.2,ttest,MCAR,4.885272211692175e-66,1.555097353468935
0,0,0.2,ttest,MAR,1.2856447051806295e-78,1.470801894711215
0,0,0.2,ttest,MNAR,9.939659053390387e-52,1.1775903962024927
0,0,0.2,mwu,MCAR,5.551115123125783e-15,0.3128964528871028
0,0,0.2,mwu,MAR,0.0,0.3154113528860402
0,0,0.2,mwu,MNAR,2.8763036397094766e-10,0.22292613060473954
0,0,0.3,ttest,MCAR,8.507865682949637e-49,1.5074797306259204
0,0,0.3,ttest,MAR,3.7145214010682044e-72,1.5000615168127618
0,0,0.3,ttest,MNAR,3.633771994902586e-37,1.0755628918920426
0,0,0.3,mwu,MCAR,1.2698442297676138e-10,0.2935217701820514
0,0,0.3,mwu,MAR,4.440892098500626e-16,0.29902823063233797
0,0,0.3,mwu,MNAR,3.4085989586429832e-09,0.22339975341784593
0,0,0.4,ttest,MCAR,1.0693722891926146e-32,1.4332797671725608
0,0,0.4,ttest,MAR,5.776707917741582e-64,1.5138680398866198
0,0,0.4,ttest,MNAR,1.8264356040150236e-24,0.9636465023417454
0,0,0.4,mwu,MCAR,1.6767738796774623e-05,0.23239873800692387
0,0,0.4,mwu,MAR,2.220446049250313e-16,0.3276662050884239
0,0,0.4,mwu,MNAR,2.212272236956636e-06,0.1932238509261823
1,1,0.0,ttest,MCAR,4.0959735095371996e-97,1.482126825448167
1,1,0.0,ttest,MAR,4.0959735095371996e-97,1.482126825448167
1,1,0.0,ttest,MNAR,4.0959735095371996e-97,1.482126825448167
1,1,0.0,mwu,MCAR,8.881784197001252e-16,0.2541934192256408
1,1,0.0,mwu,MAR,8.881784197001252e-16,0.2541934192256408
1,1,0.0,mwu,MNAR,8.881784197001252e-16,0.2541934192256408
1,1,0.1,ttest,MCAR,4.6976589569108846e-79,1.4714796966632169
1,1,0.1,ttest,MAR,2.4516674676205444e-86,1.4636769172427366
1,1,0.1,ttest,MNAR,1.9186574699510851e-72,1.3242694565081514
1,1,0.1,mwu,MCAR,1.84297022087776e-14,0.26755932983841624
1,1,0.1,mwu,MAR,2.220446049250313e-14,0.25301558619226155
1,1,0.1,mwu,MNAR,1.6759704735136438e-11,0.22439276093632213
1,1,0.2,ttest,MCAR,6.804259042735601e-66,1.4994393020443475
1,1,0.2,ttest,MAR,1.7610597804912157e-73,1.4185100635114378
1,1,0.2,ttest,MNAR,1.0781747273938604e-49,1.1504471222146864
1,1,0.2,mwu,MCAR,7.032818771790517e-12,0.2669077823941009
1,1,0.2,mwu,MAR,1.3100631690576847e-14,0.27308894800972944
1,1,0.2,mwu,MNAR,5.972635719331265e-10,0.21889025208353663
1,1,0.3,ttest,MCAR,4.442950752667133e-49,1.4809410073850862
1,1,0.3,ttest,MAR,2.1672783313672157e-64,1.4364770649485814
1,1,0.3,ttest,MNAR,3.3018259341024925e-28,0.9244876675946206
1,1,0.3,mwu,MCAR,1.9094499315031044e-09,0.2693757949533848
1,1,0.3,mwu,MAR,1.2636558466283532e-12,0.2684794756825211
1,1,0.3,mwu,MNAR,4.3619607836831165e-07,0.19096437034451547
1,1,0.4,ttest,MCAR,6.034113939470674e-36,1.5035034644892635
1,1,0.4,ttest,MAR,1.64029964949509e-59,1.5223596549358402
1,1,0.4,ttest,MNAR,3.58179831909125e-13,0.6879833399485382
1,1,0.4,mwu,MCAR,1.797925164304104e-07,0.2785750677389338
1,1,0.4,mwu,MAR,2.0441381920477397e-09,0.244918832956935
1,1,0.4,mwu,MNAR,3.07685808964564e-06,0.19047319499914642
2,2,0.0,ttest,MCAR,2.5913385454153794e-103,1.5414150155158597
2,2,0.0,ttest,MAR,2.5913385454153794e-103,1.5414150155158597
2,2,0.0,ttest,MNAR,2.5913385454153794e-103,1.5414150155158597
2,2,0.0,mwu,MCAR,2.220446049250313e-16,0.25956701880390975
2,2,0.0,mwu,MAR,2.220446049250313e-16,0.25956701880390975
2,2,0.0,mwu,MNAR,2.220446049250313e-16,0.25956701880390975
2,2,0.1,ttest,MCAR,2.2510535342914085e-88,1.576279308320494
2,2,0.1,ttest,MAR,3.4423438510841508e-93,1.5243960832122725
2,2,0.1,ttest,MNAR,2.239759437897518e-81,1.4221396873798486
2,2,0.1,mwu,MCAR,1.3322676295501878e-15,0.27845719574891326
2,2,0.1,mwu,MAR,4.6629367034256575e-15,0.2590912499849854
2,2,0.1,mwu,MNAR,3.175237850427948e-14,0.2530358179460338
2,2,0.2,ttest,MCAR,4.000472820466052e-61,1.4828435910315068
2,2,0.2,ttest,MAR,2.6561704149219154e-80,1.519434484589685
2,2,0.2,ttest,MNAR,3.9690507641361064e-57,1.250451812972959
