x_data,y_data,na_ratio,test,mechanism,pvalue,effect_size
19,19,0.0,kruskal,MAR,5.284661597215745e-14,0.062142424033796835
19,19,0.0,kruskal,MNAR,5.284661597215745e-14,0.062142424033796835
19,19,0.1,anova,MCAR,1.7040584340541357e-129,0.5250405437333633
19,19,0.1,anova,MAR,1.0801088239459542e-131,0.4904169970397555
19,19,0.1,anova,MNAR,1.0529605762207078e-115,0.4496197827001146
19,19,0.1,kruskal,MCAR,1.300060059605812e-11,0.06305987483030256
19,19,0.1,kruskal,MAR,1.820377182326638e-11,0.05502142309299589
19,19,0.1,kruskal,MNAR,1.0274035600055242e-07,0.036105126787712195
19,19,0.2,anova,MCAR,1.2309189076484301e-106,0.5434124957716645
19,19,0.2,anova,MAR,4.869867922309863e-112,0.4767192580030862
19,19,0.2,anova,MNAR,6.524573693591668e-85,0.38963182241211597
19,19,0.2,kruskal,MCAR,8.213364321996153e-09,0.05967118971806346
19,19,0.2,kruskal,MAR,9.348088969574064e-11,0.057771842306716274
19,19,0.2,kruskal,MNAR,1.3750976982640495e-05,0.027940532558824
19,19,0.3,anova,MCAR,2.3492567300596432e-83,0.5492378370061537
19,19,0.3,anova,MAR,4.8136398939083254e-96,0.463281217665688
19,19,0.3,anova,MNAR,3.2418208593376784e-39,0.2465901830029227
19,19,0.3,kruskal,MCAR,1.9278339391526345e-07,0.06416561959789609
19,19,0.3,kruskal,MAR,1.1461742432938848e-07,0.045959024215014646
19,19,0.3,kruskal,MNAR,0.0047901552056092145,0.015643936814696054
19,19,0.4,anova,MCAR,1.501872540496841e-67,0.5753707325610232
19,19,0.4,anova,MAR,9.036569338145331e-80,0.45243237786203616
19,19,0.4,anova,MNAR,2.750666397995611e-26,0.1904930104408441
19,19,0.4,kruskal,MCAR,3.938954964977093e-05,0.05493670526348879
19,19,0.4,kruskal,MAR,4.1270754214117744e-07,0.04834315003462
19,19,0.4,kruskal,MNAR,0.012940575084661399,0.013662806320393874
20,20,0.0,anova,MCAR,1.4901887705262783e-148,0.49806425954739353
20,20,0.0,anova,MAR,1.4901887705262783e-148,0.49806425954739353
20,20,0.0,anova,MNAR,1.4901887705262783e-148,0.49806425954739353
20,20,0.0,kruskal,MCAR,2.1076251854879047e-10,0.045201861560126344
20,20,0.0,kruskal,MAR,2.1076251854879047e-10,0.045201861560126344
20,20,0.0,kruskal,MNAR,2.1076251854879047e-10,0.045201861560126344
20,20,0.1,anova,MCAR,1.753578132097299e-115,0.4917527736179902
20,20,0.1,anova,MAR,2.471923344607065e-123,0.4723184043202654
20,20,0.1,anova,MNAR,1.2700718634747237e-115,0.4493891115391027
20,20,0.1,kruskal,MCAR,2.8779092464681355e-07,0.03831642501325887
20,20,0.1,kruskal,MAR,2.6364517236032725e-09,0.04458515759154913
20,20,0.1,kruskal,MNAR,1.265623161827989e-09,0.046160496848397514
20,20,0.2,anova,MCAR,9.312958783698553e-94,0.5009592202170794
20,20,0.2,anova,MAR,7.508321634242401e-97,0.4357338641055905
